            7	    51.5.6	   27<PopsDel>CRANE WAITING TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          390	    6B081EX	   12<PopsDel>TEA	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          415	    6B096EX	   23<PopsDel>EGGS INCL PULP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          429	    6B104EX	   24<PopsDel>SHEEPSKIN PRODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          436	    6B109EX	   20<PopsDel>SKINS,OTHER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          454	    6B122EX	   21<PopsDel>NITROG.FERTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          479	    6B143EX	   13SODA ASH,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          493	    6B152EX	   21<PopsDel>CRUDE RUBBER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          500	    6B155IM	   21<PopsDel>TALLOW,DRUMS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          516	    6B170IM	   22Motor Spirit, Not Bulk	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	24-nov-1999 22:33:15     	                         	    4load	    6he2441	    0	    1A

          541	    6B202EX	   14<PopsDel>GASES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          559	    6B212IM	   21<PopsDel>RUBBER GOODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          566	    6B216EX	   22<PopsDel>TEXTILE PRODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          580	    6B223IM	   14CONCRETE PRODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          605	    6B236IM	   22<PopsDel>STEEL ROD,BAR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          623	    6B245IM	   21<PopsDel>COPPER PRODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          630	    6B252EX	   20<PopsDel>OFFICE MACH	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          641	    6B258IM	   19MOBILE CONSTR EQUIP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          664	    6B270EX	   13PLASTIC GOODS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	24-nov-1999 17:00:36     	                         	    4load	    6he2441	    0	    1A

          682	    6B279EX	   23<PopsDel>MANUF ARTICLES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          691	    6B284EX	   21<PopsDel>CONT'RS RORO	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          705	    6B292EX	   15COMMMUNIC EQUIP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          728	    6B311EX	   23<PopsDel>MUTTON CARCASE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          746	    6B398EX	   25<PopsDel>LAND & RESHIPPED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          755	    6B515IM	   22Meat Products - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          779	    6B545IM	   15Gypsum - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          786	    6B570EX	   22Wood Products - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          800	    5D7200	   27<PopsDel>DEMURRAGE Tranship	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          825	    5E6400	   15CLEANING CHARGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          843	    5E6833	   29<PopsDel>MARSHALLING NZDB 1-2	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          850	    5F7120	   12HOIST CHARGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          864	    5F8110	   14Container Lift	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          889	    5F8314	   21Hoist 7.1 to 11 Tonne	    0	    1Y	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          910	    5F8610	   16<PopsDel>F CRANE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          919	    5F8722	   15DRIVER pd 2 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          933	    5F8810	   17REEFER CONNECTION	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	30-jun-2000              	10-nov-1999              	18-aug-2000 11:29:41     	                         	    4load	    6he2441	    0	    1A

          956	    6INSPZZ	   26<CorpDel>INSURANCE PREMIUM	    0	    1N	    1X	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          974	    6POHNGA	   26<CorpDel>Pacifica Onehunga	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          983	    5R0007	   29<PopsDel>SHIP WHARF VSLS <150	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          997	    5R0021	   28<PopsDel>SHIP WHF FISH <10 M	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1020	    6S71.1U	   1120FT UNPACK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:33:24     	                         	    4load	    6he2441	    0	    1A

         1029	    6S73.11	   22<SpkDel>20FT PART PACK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1052	    5S74.6	    9Polythene	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	09-nov-2000 16:49:03     	                         	    4load	    6he2441	    0	    1A

         1070	    5S8.19	   11CARTONBOARD	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:42:47     	                         	    4load	    6he2441	    0	    1A

         1079	    3S92	   28<SpkDel>LCL PALLETISED CARGO	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1116	    6B383IM	   20Rail Vehicles - Used	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

         1134	    6B269EX	   13VEHICLES USED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	29-dec-1999 08:22:55     	                         	                         	    6he2441	    0	    0	    1A

         1143	    5A9390	   13Customs Berth	    0	    1N	    1S	    1B	    0	     0	01-dec-1999              	31-dec-2099              	06-jan-2000 16:45:24     	                         	                         	    6mo2719	    0	    0	    1A

         1152	    49LN2	   27Labour 2nd Shift Normal Day	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-feb-2000 11:23:45     	                         	                         	    6he2441	    0	    0	    1A

         1177	    5F8731	   14T/OFF pd 1 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

         1195	    49SCE	   36Equipment Container Load & Discharge	    4MISC	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	27-jul-2000 17:33:08     	                         	                         	    6he2441	    0	    0	    1A

         1202	    5E6090	   18Lease - South Head	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 11:36:09     	31-jul-2000 11:41:53     	                         	    6he2441	    6he2441	    0	    1A

         1216	    49CCH	   20Portainer Crane Hire	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 13:25:12     	                         	                         	    6he2441	    0	    0	    1A

            3	    51.5.2	   23Break Bulk 5 - 10 Tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	26-jul-2000              	10-nov-1999              	27-jul-2000 14:39:08     	                         	    4load	    6he2441	    0	    1A

           26	    51SB.G	   28Wharfage - Import Break Bulk	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 09:47:45     	                         	    4load	    6he2441	    0	    1A

           40	    41SFR	   30RORO Forest Products Discharge	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	24-jul-2000 13:52:25     	24-jul-2000 13:52:25     	    4load	    6he2441	    6he2441	    1I

           49	    41SVR	   22RORO Discharge Vehicle	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:46:02     	                         	    4load	    6he2441	    0	    1A

           67	    42DCR	   23RORO DLR Load Container	    6RESHIP	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	15-dec-1999 10:05:44     	                         	    4load	    6br2464	    0	    1A

           90	    32SS	   10Load Steel	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          104	    52TC.S	   16Tranship Storage	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          113	    33SC	   24Shift-on-Board Container	    3SOB	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:51:51     	                         	    4load	    6he2441	    0	    1A

          134	    65YC.DT	   33Tranship Rail Deliver - Container	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	31-jul-2000 13:09:16     	                         	    4load	    6he2441	    0	    1A

          159	    66YC.LW	   21Move to Contract Wash	    8FACILITY	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jul-2000 17:22:00     	                         	    4load	    6he2441	    0	    1A

          173	    58CC.W	   18Crane Waiting Time	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          180	    69.5.9L	   29<PopsDel>RORO TIMBER PCK LOAD	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          198	    5A0012	   20COMPASS ADJ/ENG TEST	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          223	    5A8111	   23Towage 35001-40000 Tons	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	22-jun-2000 17:32:23     	                         	    4load	    6he2441	    0	    1A

          237	    5A9241	   12AKARANA HIRE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          244	    5A9311	   20Berth Hire - 8 Hours	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:57:22     	                         	    4load	    6he2441	    0	    1A

          268	    6B001EX	   18<PopsDel>LIVESTOCK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          277	    6B006EX	   10OTHER FISH	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          295	    6B016EX	   18<PopsDel>GOAT MEAT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          318	    6B029IM	   18<PopsDel>ICE CREAM	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          332	    6B041EX	   14BULK CEREAL PR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          341	    6B045IM	   21<PopsDel>OTHER FLOURS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          359	    6B061EX	   13SUGAR,REFINED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          382	    6B077EX	   20<PopsDel>FRUIT DRIED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          393	    6B083EX	   15<PopsDel>SPICES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          400	    6B086IM	   16<PopsDel>SPIRITS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          418	    6B097IM	    5COPRA	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          443	    6B114EX	   24<PopsDel>CORK & PRODUCTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          457	    6B124EX	   23Bulk Fertiliser, Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	03-apr-2000 14:14:05     	                         	    4load	    6he2441	    0	    1A

          464	    6B130EX	   14<PopsDel>STONE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          482	    6B145EX	   11TALLOW,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          507	    6B161IM	   20<PopsDel>COKE,BAGGED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          523	    6B174EX	   13PETROLEUM GAS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          530	    6B177IM	   12MIN OIL,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          544	    6B204EX	   17<PopsDel>PLASTICS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          569	    6B217IM	   22<PopsDel>TEXTILE WASTE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          587	    6B227EX	   23<PopsDel>MIN INSULATION	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          594	    6B230IM	   21<PopsDel>STEEL,STRUCT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          608	    6B238EX	   14STEEL AND IRON	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          633	    6B253IM	   12FACTORY MACH	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          654	    6B265EX	   23<PopsDel>M/BIKES,CYCLES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          663	    6B269IM	   27Vehicles Used > 18M3 Import	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-nov-1999              	06-mar-2000 13:12:44     	                         	    4load	    6he2441	    0	    1A

          677	    6B276IM	   22<PopsDel>BLDG FITTINGS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          700	    6B289IM	   18Building Materials	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	17-nov-1999 11:47:52     	                         	    4load	    6he2441	    0	    1A

          718	    6B301EX	   13<PopsDel>MAIL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          727	    6B307IM	   15BLDINGS,GULF IS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          741	    6B369IM	   29<PopsDel>T/ship IM Large Used	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          764	    6B531EX	   31Cars up to 14m3 (used) - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          772	    6B536EX	   21Vehicles New - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          797	    6COMMNT	   17<CorpDel>RECHARGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          815	    5E6045	   20PARKING Queens Wharf	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          822	    5E6300	   13POWER CHARGES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          836	    5E6800	   11MARSHALLING	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	30-aug-2000              	10-nov-1999              	11-sep-2000 13:42:23     	                         	    4load	    6he2441	    0	    1A

          861	    5F7180	   17<PopsDel>DOOR OFF	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          879	    5F8202	   28<PopsDel>B/BULK HOIST CHARGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          886	    5F8311	   21Light Hoist < 5 Tonne	    0	    1Y	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          897	    5F8339	   16FRONT END LOADER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          920	    5F8723	   15DRIVER pd 3 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          938	    5F8920	   29<PopsDel>No1 STORE RECD > 100	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          947	    4GATE	   20<PopsDel>GATEKEEPERS	    0	    1N	    1X	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          961	    4MFEE	   23<CorpDel>MANAGEMENT FEE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          984	    5R0008	   27<PopsDel>FISH BOAT >14 <=18	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1002	    5R0026	   28<PopsDel>LIGHT ATTEN. LABOUR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1011	    5RENTI	   27<CorpDel>RENT LAND INTERNAL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1034	    5S74.1	   15Metal Strapping	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	09-nov-2000 16:48:19     	                         	    4load	    6he2441	    0	    1A

         1043	    6S74.18	   14TIMBER 3" X 3"	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

         1057	    5S76.1	   25<SpkDel>INWARDS DEMURRAGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1080	    3S93	   15<SpkDel>CARTAGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1098	    6B501IM	   32Sand,Shell,Shingle,Road Metal-IM	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1107	    6B505EX	   21Cars,Gulf Is - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1121	    6B386EX	   15Vehicles - Used	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	15-dec-1999 19:14:27     	15-dec-1999 19:14:27     	    4load	    6he2441	    6he2441	    1I

         1144	    6B374EX	   40Vehicles Used Precleared 14 - 18M3 Exprt	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	12-jan-2000 17:50:16     	                         	                         	    6he2441	    0	    0	    1A

         1167	    6B139IM	   19Visy Board - Import	    0	    1N	    1S	    1B	    0	     0	01-mar-2000              	31-dec-2099              	26-apr-2000 11:23:55     	27-apr-2000 14:48:17     	                         	    6cr2772	    6cr2772	    0	    1A

         1174	    59YB.S	   35Storage by Arrangement - Break Bulk	    0	    1N	    1S	    1B	    0	     0	01-mar-2000              	31-dec-2099              	24-may-2000 08:51:54     	                         	                         	    6he2441	    0	    0	    1A

         1188	    51TC.Q	   33Reefer Power - Tranship Discharge	    5POWER	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	25-jul-2000 18:01:21     	                         	                         	    6he2441	    0	    0	    1A

         1213	    5E3010	   24Staff Clothing Purchases	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 13:21:41     	                         	                         	    6he2441	    0	    0	    1A

         1231	    61TC.G2	   35Wharfage - Intl to Coastal Tranship	    2GW	    1N	    1S	    1B	    0	     0	01-oct-2000              	31-dec-2099              	03-apr-2001 11:03:24     	03-apr-2001 11:14:15     	                         	    6he2441	    6he2441	    0	    1A

            4	    51.5.3	   24Break Bulk 10 - 20 Tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	26-jul-2000              	10-nov-1999              	27-jul-2000 14:39:27     	                         	    4load	    6he2441	    0	    1A

           29	    31SC	   19Discharge Container	    5DISCH	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	15-dec-1999 09:49:15     	                         	    4load	    6br2464	    0	    1A

           47	    51STRG	   29Wharfage - RORO Import Timber	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 09:53:58     	                         	    4load	    6he2441	    0	    1A

           54	    51TC.O	   32Tranship Discharge O/D Surcharge	    7T/DISCH	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	28-jun-2000 17:33:37     	                         	    4load	    6he2441	    0	    1A

           68	    52DCRK	   14DLR Load KLECO	    6RESHIP	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	15-dec-1999 10:05:52     	                         	    4load	    6br2464	    0	    1A

           93	    52SSRG	   28Wharfage - Export Steel RORO	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:17:45     	                         	    4load	    6he2441	    0	    1A

          111	    33SB	   25Break Bulk Shift-on-Board	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:22:12     	                         	    4load	    6he2441	    0	    1A

          118	    43SCS	   37Shift-on-Board Ship's Crane Container	    3SOB	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:24:48     	                         	    4load	    6he2441	    0	    1A

          129	    64YC.RN	   36Road Receive Overdimension Surcharge	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	22-jun-2000 17:37:08     	                         	    4load	    6he2441	    0	    1A

