            6	   12baselineview	    8Baseline	            3	    1N	            0	16-mar-1994 05:56:48     	            3	16-mar-1994 05:56:48     	            3	]^NULL^[                 	    8]^NULL^[
       300730	   22Harvest5_02_D8_Windows	    8Snapshot	           92	    1N	          372	09-jun-2001 10:10:27     	          110	09-jun-2001 10:10:27     	          110	]^NULL^[                 	    8]^NULL^[

       300735	   22Harvest5_02_D9_Windows	    8Snapshot	           92	    1N	          372	16-jun-2001 03:17:45     	          110	16-jun-2001 03:17:45     	          110	]^NULL^[                 	    8]^NULL^[

       300745	   14R1_06182001_D1	    8Snapshot	       300145	    1N	       300706	18-jun-2001 23:21:34     	           53	18-jun-2001 23:21:34     	           53	]^NULL^[                 	    8]^NULL^[

       300755	   39UNIX commandline tests - harvest5_02_d9	    8Snapshot	       300135	    1N	       300635	23-jun-2001 08:46:02     	          122	23-jun-2001 08:46:02     	          122	]^NULL^[                 	    8]^NULL^[

       300760	   15Harvest5_02_D10	    8Snapshot	           92	    1N	          372	26-jun-2001 09:35:29     	          110	26-jun-2001 09:35:29     	          110	]^NULL^[                 	    8]^NULL^[

       300765	   15Harvest5_02_D11	    8Snapshot	           92	    1Y	          372	06-jul-2001 02:36:03     	          110	06-jul-2001 02:36:03     	          110	]^NULL^[                 	    8]^NULL^[

       300770	   15Harvest5_02_D12	    8Snapshot	           92	    1Y	          372	14-jul-2001 04:55:47     	          110	14-jul-2001 04:55:47     	          110	]^NULL^[                 	    8]^NULL^[

       300775	   30Harvest5_02_D12_Windows_PatchA	    8Snapshot	           92	    1N	          372	14-jul-2001 09:20:52     	          110	21-jul-2001 06:18:09     	       300010	]^NULL^[                 	   59Harvest5_02_D12 + updates to Windows installation and docs.

       300780	   27Harvest5_02_D12_UNIX_PatchA	    8Snapshot	           92	    1Y	          372	17-jul-2001 08:56:01     	          110	21-jul-2001 06:11:49     	       300010	]^NULL^[                 	   53Harvest5_02_D12 + added arg files to install for UNIX

       300785	   30Harvest5_02_D12_Windows_PatchB	    8Snapshot	           92	    1Y	          372	18-jul-2001 03:20:41     	          110	21-jul-2001 06:16:41     	       300010	]^NULL^[                 	   69Harvest5_02_D12_Windows_PatchA + Doc and Windows installation updates

       300790	   17JasWrap_Har502_R1	    8Snapshot	          154	    1N	          751	18-jul-2001 23:24:16     	           53	18-jul-2001 23:24:16     	           53	]^NULL^[                 	    8]^NULL^[

       300795	   22Harvest5_02_D12_PatchC	    8Snapshot	           92	    1Y	          372	20-jul-2001 04:42:14     	          110	21-jul-2001 06:09:31     	       300010	]^NULL^[                 	   90Harvest5_02_D12 patches A to B + Windows server installation fix and update to Upgrade.sql

       300800	   20JasWrap_Har502_R1_P1	    8Snapshot	          154	    1N	          751	20-jul-2001 08:22:24     	           53	20-jul-2001 08:22:24     	           53	]^NULL^[                 	    8]^NULL^[

       300805	   30Harvest5_02_D12_Windows_PatchD	    8Snapshot	           92	    1Y	          372	21-jul-2001 06:03:02     	          110	21-jul-2001 06:10:41     	       300010	]^NULL^[                 	   53Harvest5_02_D12_PatchC + Fix for Copy Project in GUI.

       300810	   20JasWrap_Har502_R1_P2	    8Snapshot	          154	    1N	          751	24-jul-2001 00:37:46     	           53	24-jul-2001 00:37:46     	           53	]^NULL^[                 	    8]^NULL^[

       300815	   27Harvest5_02_D12_UNIX_PatchD	    8Snapshot	           92	    1N	          372	25-jul-2001 01:21:34     	          110	25-jul-2001 01:34:36     	       300010	]^NULL^[                 	   61Harvest5_02_D12_PatchC + SP2: UNIX Agntd <Memory Fault> w/NFS

       300820	   22Harvest5_02_D12_PatchE	    8Snapshot	           92	    1Y	          372	25-jul-2001 06:18:30     	          110	25-jul-2001 06:18:30     	          110	]^NULL^[                 	    8]^NULL^[

       300825	   14R1_07252001_D2	    8Snapshot	       300145	    1Y	       300706	26-jul-2001 05:36:54     	           53	24-aug-2001 23:19:23     	           53	]^NULL^[                 	   28Built with Harvest 5.02 D12B

       300830	   27Harvest5_02_D12_PatchE_UNIX	    8Snapshot	           92	    1N	          372	28-jul-2001 02:17:08     	          123	28-jul-2001 02:17:08     	          123	]^NULL^[                 	    8]^NULL^[

       300835	   11Web2:02_D12	    8Snapshot	       300105	    1Y	       300449	31-jul-2001 00:31:40     	          124	31-jul-2001 00:31:40     	          124	]^NULL^[                 	    8]^NULL^[

       300840	   30Harvest5_02_D12_Windows_PatchF	    8Snapshot	           92	    1N	          372	01-aug-2001 03:03:50     	          110	01-aug-2001 03:08:50     	       300010	]^NULL^[                 	   60Harvest5_02_D12_PatchE + SP2: Conv: Should be multi-threaded

       300855	   12baselineview	    8Baseline	       300155	    1N	            0	03-aug-2001 00:08:13     	       300010	03-aug-2001 00:08:13     	       300010	]^NULL^[                 	    8]^NULL^[

       300856	    3Dev	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:14     	       300010	03-aug-2001 00:08:14     	       300010	]^NULL^[                 	    8]^NULL^[

       300857	    7Release	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:14     	       300010	03-aug-2001 00:08:14     	       300010	]^NULL^[                 	    8]^NULL^[

       300858	    2QA	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:14     	       300010	03-aug-2001 00:08:14     	       300010	]^NULL^[                 	    8]^NULL^[

       300859	    6Assign	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:14     	       300010	03-aug-2001 00:08:14     	       300010	]^NULL^[                 	    8]^NULL^[

       300860	   20Integration Complete	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:15     	       300010	03-aug-2001 00:08:15     	       300010	]^NULL^[                 	    8]^NULL^[

       300861	   11Integration	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:15     	       300010	03-aug-2001 00:08:15     	       300010	]^NULL^[                 	    8]^NULL^[

       300862	    8Dev Test	    7Working	       300155	    1N	       300855	03-aug-2001 00:08:15     	       300010	03-aug-2001 00:08:15     	       300010	]^NULL^[                 	    8]^NULL^[

       300865	   30Harvest5_02_D12_Windows_PatchG	    8Snapshot	           92	    1N	          372	04-aug-2001 03:26:02     	          110	14-aug-2001 01:44:43     	       300010	]^NULL^[                 	  225Harvest5_02_D12_Windows_PatchF + the following packages:SP2: Add correct URL's to client Help menu SP2: B1257 remote File agent: does not filter on file name SP3: Remote agent does not handle wild cards. Patch affect GUI only

       300875	   26Harvest5_02_D12_AIX_PatchG	    8Snapshot	           92	    1Y	          372	14-aug-2001 01:53:34     	          110	14-aug-2001 01:58:48     	       300010	]^NULL^[                 	  356Latest versions in Integration Build Complete as of Aug. 13  2001. Includes final fixes for Harvest 5.02 on AIX:	SP2: AIX ParseCmdFile reads past eof	SP2: AIX HCOMM Conversion Operator Workaround	SP2: AIX HUTILS Conversion Operators Compiler bug workaround	SP2: AIX Hutils TimeStamp Init Bug	SP2: AIX malloc inconsistency in hcomm SP2: AIX UDP/ODBC Clashes

       300880	   30Harvest5_02_EM_Baseline_010813	    8Snapshot	           92	    1N	          372	14-aug-2001 05:54:34     	          110	16-aug-2001 08:05:32     	       300010	]^NULL^[                 	  215Latest versions in Integration Build Complete as of 3:40 PM on Aug. 13  2001. Includes all patches that went into Harvest 5.02 release on all platforms. To be used as baseline for Harvest 5.02 Emergency Maintenance.

       300885	   12baselineview	    8Baseline	       300160	    1N	            0	14-aug-2001 06:25:28     	       300010	14-aug-2001 06:25:28     	       300010	]^NULL^[                 	    8]^NULL^[

       300886	    3Dev	    7Working	       300160	    1N	       300885	14-aug-2001 06:25:29     	       300010	14-aug-2001 06:25:29     	       300010	]^NULL^[                 	    8]^NULL^[

       300887	    7Release	    7Working	       300160	    1N	       300885	14-aug-2001 06:25:29     	       300010	14-aug-2001 06:25:29     	       300010	]^NULL^[                 	    8]^NULL^[

       300888	   11Integration	    7Working	       300160	    1N	       300885	14-aug-2001 06:25:29     	       300010	14-aug-2001 06:25:29     	       300010	]^NULL^[                 	    8]^NULL^[

       300889	    8Dev Test	    7Working	       300160	    1N	       300885	14-aug-2001 06:25:29     	       300010	14-aug-2001 06:25:29     	       300010	]^NULL^[                 	    8]^NULL^[

       300890	    2QA	    7Working	       300160	    1N	       300885	14-aug-2001 06:25:29     	       300010	14-aug-2001 06:25:29     	       300010	]^NULL^[                 	    8]^NULL^[

       300900	    8Baseline	    8Baseline	       300165	    1N	            0	14-aug-2001 07:12:08     	            3	14-aug-2001 07:12:08     	            3	]^NULL^[                 	    8]^NULL^[

       300905	   12WEB2a:02_D12	    8Snapshot	       300105	    1Y	       300449	14-aug-2001 08:10:17     	          124	14-aug-2001 08:10:17     	          124	]^NULL^[                 	    8]^NULL^[

       300910	   12baselineview	    8Baseline	       300170	    1N	            0	14-aug-2001 08:59:35     	       300010	14-aug-2001 08:59:35     	       300010	]^NULL^[                 	    8]^NULL^[

       300911	    3Dev	    7Working	       300170	    1N	       300910	14-aug-2001 08:59:36     	       300010	14-aug-2001 08:59:36     	       300010	]^NULL^[                 	    8]^NULL^[

       300912	    7Release	    7Working	       300170	    1N	       300910	14-aug-2001 08:59:36     	       300010	14-aug-2001 08:59:36     	       300010	]^NULL^[                 	    8]^NULL^[

       300913	   11Integration	    7Working	       300170	    1N	       300910	14-aug-2001 08:59:36     	       300010	14-aug-2001 08:59:36     	       300010	]^NULL^[                 	    8]^NULL^[

       300914	    8Dev Test	    7Working	       300170	    1N	       300910	14-aug-2001 08:59:36     	       300010	14-aug-2001 08:59:36     	       300010	]^NULL^[                 	    8]^NULL^[

       300915	    2QA	    7Working	       300170	    1N	       300910	14-aug-2001 08:59:36     	       300010	14-aug-2001 08:59:36     	       300010	]^NULL^[                 	    8]^NULL^[

       300920	   20JasWrap_Har502_R1_P3	    8Snapshot	          154	    1N	          751	16-aug-2001 01:35:13     	           53	16-aug-2001 01:35:13     	           53	]^NULL^[                 	    8]^NULL^[

       300925	   30Harvest5_02_D12_Windows_PatchH	    8Snapshot	           92	    1N	          372	16-aug-2001 03:38:38     	          110	16-aug-2001 08:05:23     	       300010	]^NULL^[                 	  152Harvest5_02_D12_PatchH + packages:	SP2: Install update	SP2: update HARINSTL.pdf with cryptoinstall	SP2: Doc - delete HARINSTL.PDF from install directory

       300930	   33Harvest5_02_D12_AllPatches_010815	    8Snapshot	           92	    1Y	          372	16-aug-2001 08:16:14     	       300010	23-oct-2001 06:03:20     	       300010	]^NULL^[                 	   63Snapshot of Integration Build Complete on Oct. 15  2001 5:19 PM

       300935	   12baselineview	    8Baseline	       300175	    1N	            0	24-aug-2001 23:06:06     	           53	24-aug-2001 23:06:06     	           53	]^NULL^[                 	    8]^NULL^[

       300936	    3Dev	    7Working	       300175	    1N	       300935	24-aug-2001 23:06:09     	           53	24-aug-2001 23:06:09     	           53	]^NULL^[                 	    8]^NULL^[

       300937	    7Release	    7Working	       300175	    1N	       300935	24-aug-2001 23:06:09     	           53	24-aug-2001 23:06:09     	           53	]^NULL^[                 	    8]^NULL^[

       300938	   11Integration	    7Working	       300175	    1N	       300935	24-aug-2001 23:06:09     	           53	24-aug-2001 23:06:09     	           53	]^NULL^[                 	    8]^NULL^[

       300939	    8Dev Test	    7Working	       300175	    1N	       300935	24-aug-2001 23:06:10     	           53	24-aug-2001 23:06:10     	           53	]^NULL^[                 	    8]^NULL^[

       300940	    2QA	    7Working	       300175	    1N	       300935	24-aug-2001 23:06:10     	           53	24-aug-2001 23:06:10     	           53	]^NULL^[                 	    8]^NULL^[

       300950	   21Harvest5_01_GARelease	    8Snapshot	       300120	    1N	       300497	25-aug-2001 06:47:27     	       300010	25-aug-2001 07:20:50     	       300010	]^NULL^[                 	   60Took another snapshot of Release to include Makefile update.

       300951	   25Harvest5_01_PatchRelease1	    8Snapshot	       300120	    1N	       300497	25-aug-2001 07:31:18     	       300010	25-aug-2001 07:34:47     	       300010	]^NULL^[                 	  111Patch for BestBuy on April 19  2001Package: QSP1 0016 Server: Version chooser does not scale to number of paths

       300952	   25Harvest5_01_PatchRelease2	    8Snapshot	       300120	    1N	       300497	25-aug-2001 07:47:08     	       300010	25-aug-2001 07:47:08     	       300010	]^NULL^[                 	   70Second patch to Harvest 5.01 release.Package: QSP1 0017 Enable hco -pf

       300960	   12baselineview	    8Baseline	       300181	    1N	            0	31-aug-2001 01:29:50     	           53	31-aug-2001 01:29:50     	           53	]^NULL^[                 	    8]^NULL^[

       300961	    3OCE	    7Working	       300181	    1N	       300960	31-aug-2001 01:29:51     	           53	31-aug-2001 01:29:51     	           53	]^NULL^[                 	    8]^NULL^[

       300962	    2L2	    7Working	       300181	    1N	       300960	31-aug-2001 01:29:51     	           53	31-aug-2001 01:29:51     	           53	]^NULL^[                 	    8]^NULL^[

       300963	    8Evaluate	    7Working	       300181	    1N	       300960	31-aug-2001 01:29:51     	           53	31-aug-2001 01:29:51     	           53	]^NULL^[                 	    8]^NULL^[

       300964	    5Close	    7Working	       300181	    1N	       300960	31-aug-2001 01:29:51     	           53	31-aug-2001 01:29:51     	           53	]^NULL^[                 	    8]^NULL^[

       300965	   12baselineview	    8Baseline	       300185	    1N	            0	31-aug-2001 01:35:17     	           53	31-aug-2001 01:35:17     	           53	]^NULL^[                 	    8]^NULL^[

       300966	    3OCE	    7Working	       300185	    1N	       300965	31-aug-2001 01:35:18     	           53	31-aug-2001 01:35:18     	           53	]^NULL^[                 	    8]^NULL^[

       300967	    2L2	    7Working	       300185	    1N	       300965	31-aug-2001 01:35:18     	           53	31-aug-2001 01:35:18     	           53	]^NULL^[                 	    8]^NULL^[

       300968	    8Evaluate	    7Working	       300185	    1N	       300965	31-aug-2001 01:35:18     	           53	31-aug-2001 01:35:18     	           53	]^NULL^[                 	    8]^NULL^[

       300969	    5Close	    7Working	       300185	    1N	       300965	31-aug-2001 01:35:18     	           53	31-aug-2001 01:35:18     	           53	]^NULL^[                 	    8]^NULL^[

       300970	   13Harvest5_1_B1	    8Snapshot	           92	    1N	          372	31-aug-2001 05:38:47     	          110	31-aug-2001 05:38:47     	          110	]^NULL^[                 	    8]^NULL^[

       300975	   12baselineview	    8Baseline	       300190	    1N	            0	01-sep-2001 06:04:02     	           53	01-sep-2001 06:04:02     	           53	]^NULL^[                 	    8]^NULL^[

       300976	   11Development	    7Working	       300190	    1N	       300975	01-sep-2001 06:08:56     	           53	01-sep-2001 06:08:56     	           53	]^NULL^[                 	    8]^NULL^[

       300977	    4Test	    7Working	       300190	    1N	       300975	01-sep-2001 06:09:04     	           53	01-sep-2001 06:09:04     	           53	]^NULL^[                 	    8]^NULL^[

       300978	    6Closed	    7Working	       300190	    1N	       300975	01-sep-2001 06:09:12     	           53	01-sep-2001 06:09:12     	           53	]^NULL^[                 	    8]^NULL^[

       300980	    5TOOLS	   10Repository	            0	    1Y	            0	01-sep-2001 06:21:04     	           53	01-sep-2001 06:21:04     	           53	]^NULL^[                 	    8]^NULL^[

       300985	   12baselineview	    8Baseline	       300195	    1N	            0	06-sep-2001 03:43:29     	       300010	06-sep-2001 03:43:29     	       300010	]^NULL^[                 	    8]^NULL^[

       300986	    3Dev	    7Working	       300195	    1N	       300985	06-sep-2001 03:43:30     	       300010	13-sep-2001 05:02:58     	            3	]^NULL^[                 	    8]^NULL^[

       300987	    7Release	    7Working	       300195	    1N	       300985	06-sep-2001 03:43:30     	       300010	06-sep-2001 03:43:30     	       300010	]^NULL^[                 	    8]^NULL^[

       300988	   11Integration	    7Working	       300195	    1N	       300985	06-sep-2001 03:43:30     	       300010	06-sep-2001 03:43:30     	       300010	]^NULL^[                 	    8]^NULL^[

       300989	    8Dev Test	    7Working	       300195	    1N	       300985	06-sep-2001 03:43:30     	       300010	06-sep-2001 03:43:30     	       300010	]^NULL^[                 	    8]^NULL^[

       300990	    2QA	    7Working	       300195	    1N	       300985	06-sep-2001 03:43:30     	       300010	06-sep-2001 03:43:30     	       300010	]^NULL^[                 	    8]^NULL^[

       300995	   16Web3:B1:09_05_01	    8Snapshot	       300105	    1N	       300449	06-sep-2001 08:41:56     	          124	06-sep-2001 08:41:56     	          124	]^NULL^[                 	    8]^NULL^[

       301000	   13Harvest5_1_B2	    8Snapshot	           92	    1N	          372	13-sep-2001 05:36:21     	          110	13-sep-2001 05:36:21     	          110	]^NULL^[                 	    8]^NULL^[

       301005	   12baselineview	    8Baseline	       300200	    1N	            0	21-sep-2001 03:14:04     	       300010	21-sep-2001 03:14:04     	       300010	]^NULL^[                 	    8]^NULL^[

       301006	   11Development	    7Working	       300200	    1N	       301005	21-sep-2001 03:14:05     	       300010	21-sep-2001 03:14:05     	       300010	]^NULL^[                 	    8]^NULL^[

       301007	    4Test	    7Working	       300200	    1N	       301005	21-sep-2001 03:14:05     	       300010	21-sep-2001 03:14:05     	       300010	]^NULL^[                 	    8]^NULL^[

       301008	    6Closed	    7Working	       300200	    1N	       301005	21-sep-2001 03:14:05     	       300010	21-sep-2001 03:14:05     	       300010	]^NULL^[                 	    8]^NULL^[

       301009	   12baselineview	    8Baseline	       300201	    1N	            0	21-sep-2001 03:17:03     	       300010	21-sep-2001 03:17:03     	       300010	]^NULL^[                 	    8]^NULL^[

       301010	   11Development	    7Working	       300201	    1N	       301009	21-sep-2001 03:17:04     	       300010	21-sep-2001 03:17:04     	       300010	]^NULL^[                 	    8]^NULL^[

       301011	    4Test	    7Working	       300201	    1N	       301009	21-sep-2001 03:17:04     	       300010	21-sep-2001 03:17:04     	       300010	]^NULL^[                 	    8]^NULL^[

       301012	    6Closed	    7Working	       300201	    1N	       301009	21-sep-2001 03:17:04     	       300010	21-sep-2001 03:17:04     	       300010	]^NULL^[                 	    8]^NULL^[

       301013	   16Web3:B2:09_21_01	    8Snapshot	       300105	    1N	       300449	22-sep-2001 07:26:47     	          124	22-sep-2001 07:26:47     	          124	]^NULL^[                 	    8]^NULL^[

       301015	   13Harvest5_1_B3	    8Snapshot	           92	    1N	          372	26-sep-2001 05:23:21     	          110	26-sep-2001 05:23:21     	          110	]^NULL^[                 	    8]^NULL^[

       301020	   13Harvest5_1_B4	    8Snapshot	           92	    1N	          372	04-oct-2001 07:16:30     	          110	04-oct-2001 07:16:30     	          110	]^NULL^[                 	    8]^NULL^[

       301025	   15WSW Integration	   10Repository	            0	    1Y	            0	05-oct-2001 02:39:52     	       300010	05-oct-2001 02:39:52     	       300010	]^NULL^[                 	    8]^NULL^[

       301030	   16Web3:B5:10_08_01	    8Snapshot	       300105	    1Y	       300449	09-oct-2001 01:07:55     	          124	09-oct-2001 05:51:40     	          124	]^NULL^[                 	    8]^NULL^[

       301035	   13Harvest5_1_B5	    8Snapshot	           92	    1N	          372	12-oct-2001 05:54:50     	          125	12-oct-2001 05:54:50     	          125	]^NULL^[                 	    8]^NULL^[

       301040	   10CMDLN_TEST	   10Repository	            0	    1Y	            0	30-oct-2001 07:57:47     	       300010	30-oct-2001 07:57:47     	       300010	]^NULL^[                 	    8]^NULL^[

       301045	    7CACRYPT	   10Repository	            0	    1Y	            0	01-nov-2001 06:17:56     	       300010	01-nov-2001 06:17:56     	       300010	]^NULL^[                 	    8]^NULL^[

       301050	   13Harvest5_1_B6	    8Snapshot	           92	    1N	          372	02-nov-2001 04:14:02     	          125	02-nov-2001 04:14:02     	          125	]^NULL^[                 	    8]^NULL^[

       301055	    6test11	   10Repository	            0	    1Y	            0	08-nov-2001 08:15:03     	            3	08-nov-2001 08:15:03     	            3	]^NULL^[                 	    8]^NULL^[

       301056	   18Harvest5.1D7_Linux	    8Snapshot	           92	    1N	          372	08-nov-2001 09:49:10     	          123	08-nov-2001 09:49:10     	          123	]^NULL^[                 	    8]^NULL^[

       301057	   13Harvest5_1_B7	    8Snapshot	           92	    1N	          372	10-nov-2001 06:28:31     	          125	10-nov-2001 06:28:31     	          125	]^NULL^[                 	    8]^NULL^[

       301062	   12baselineview	    8Baseline	       300210	    1N	            0	13-nov-2001 07:05:04     	            3	13-nov-2001 07:05:04     	            3	]^NULL^[                 	    8]^NULL^[

       301063	    3Dev	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301064	    7Release	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301065	    2QA	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301066	    6Assign	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301067	   20Integration Complete	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301068	   11Integration	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301069	    8Dev Test	    7Working	       300210	    1N	       301062	13-nov-2001 07:05:05     	            3	13-nov-2001 07:05:05     	            3	]^NULL^[                 	    8]^NULL^[

       301072	   13Harvest5_1_B8	    8Snapshot	           92	    1N	          372	17-nov-2001 05:56:11     	          125	17-nov-2001 05:56:11     	          125	]^NULL^[                 	    8]^NULL^[

       301077	   28Harvest5_1_B9_Windows_PatchA	    8Snapshot	           92	    1N	          372	29-nov-2001 03:56:45     	          110	29-nov-2001 03:56:45     	          110	]^NULL^[                 	    8]^NULL^[

       301082	   14Harvest5_1_B10	    8Snapshot	           92	    1Y	          372	05-dec-2001 02:29:11     	          125	05-dec-2001 02:29:11     	          125	]^NULL^[                 	    8]^NULL^[

       301087	   12baselineview	    8Baseline	       300215	    1N	            0	06-dec-2001 01:35:13     	            3	06-dec-2001 01:35:13     	            3	]^NULL^[                 	    8]^NULL^[

       301088	    3Dev	    7Working	       300215	    1N	       301087	06-dec-2001 01:35:14     	            3	06-dec-2001 01:35:14     	            3	]^NULL^[                 	    8]^NULL^[

       301089	    4Test	    7Working	       300215	    1N	       301087	06-dec-2001 01:35:14     	            3	06-dec-2001 01:35:14     	            3	]^NULL^[                 	    8]^NULL^[

       301090	   12baselineview	    8Baseline	       300216	    1N	            0	06-dec-2001 02:25:52     	            3	06-dec-2001 02:25:52     	            3	]^NULL^[                 	    8]^NULL^[

       301091	    3Dev	    7Working	       300216	    1N	       301090	06-dec-2001 02:25:53     	            3	06-dec-2001 02:25:53     	            3	]^NULL^[                 	    8]^NULL^[

       301092	    4Test	    7Working	       300216	    1N	       301090	06-dec-2001 02:25:53     	            3	06-dec-2001 02:25:53     	            3	]^NULL^[                 	    8]^NULL^[

       301098	   14Harvest5_1_B11	    8Snapshot	           92	    1Y	          372	11-dec-2001 05:21:06     	          125	11-dec-2001 06:01:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301102	   14Harvest5_1_B12	    8Snapshot	           92	    1Y	          372	13-dec-2001 03:32:04     	          125	13-dec-2001 03:32:04     	          125	]^NULL^[                 	    8]^NULL^[

       301107	   21Harvest5_1_B12_PatchA	    8Snapshot	           92	    1Y	          372	18-dec-2001 02:22:34     	          125	18-dec-2001 02:22:34     	          125	]^NULL^[                 	    8]^NULL^[

       301112	   12baselineview	    8Baseline	       300220	    1N	            0	20-dec-2001 02:38:00     	       300010	20-dec-2001 02:38:00     	       300010	]^NULL^[                 	    8]^NULL^[

       301117	   12baselineview	    8Baseline	       300225	    1N	            0	21-dec-2001 06:36:17     	       300010	21-dec-2001 06:36:17     	       300010	]^NULL^[                 	    8]^NULL^[

       301118	    3Dev	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:18     	       300010	21-dec-2001 06:36:18     	       300010	]^NULL^[                 	    8]^NULL^[

       301119	    7Release	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:18     	       300010	21-dec-2001 06:36:18     	       300010	]^NULL^[                 	    8]^NULL^[

       301120	   11Integration	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:18     	       300010	21-dec-2001 06:36:18     	       300010	]^NULL^[                 	    8]^NULL^[

       301121	    8Dev Test	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:18     	       300010	21-dec-2001 06:36:18     	       300010	]^NULL^[                 	    8]^NULL^[

       301122	    2QA	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:18     	       300010	21-dec-2001 06:36:18     	       300010	]^NULL^[                 	    8]^NULL^[

       301123	    9Prototype	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:19     	       300010	21-dec-2001 06:36:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301124	    8Rejected	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:19     	       300010	21-dec-2001 06:36:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301125	    8Deferred	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:19     	       300010	21-dec-2001 06:36:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301126	    4Hold	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:19     	       300010	21-dec-2001 06:36:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301127	   16Level 1 Complete	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:19     	       300010	21-dec-2001 06:36:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301128	   13Level 1 Build	    7Working	       300225	    1N	       301117	21-dec-2001 06:36:19     	       300010	21-dec-2001 06:36:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301129	   14Harvest5_1_B13	    8Snapshot	           92	    1Y	          372	28-dec-2001 07:55:47     	          125	28-dec-2001 07:55:47     	          125	]^NULL^[                 	    8]^NULL^[

       301134	   30QAP Snapshot for old Hydra 1.0	    8Snapshot	       300135	    1Y	       300635	29-dec-2001 09:21:39     	          122	29-dec-2001 09:21:39     	          122	]^NULL^[                 	    8]^NULL^[

       301139	   14Harvest5_1_B14	    8Snapshot	           92	    1Y	          372	08-jan-2002 03:18:47     	          125	08-jan-2002 03:18:47     	          125	]^NULL^[                 	    8]^NULL^[

       301144	   16JasWrap_20020110	    8Snapshot	          154	    1N	          751	11-jan-2002 08:11:59     	       300045	11-jan-2002 08:11:59     	       300045	]^NULL^[                 	    8]^NULL^[

       301149	   14Harvest5_1_B15	    8Snapshot	           92	    1Y	          372	16-jan-2002 08:23:44     	          125	16-jan-2002 08:23:44     	          125	]^NULL^[                 	    8]^NULL^[

       301154	   14Harvest5_1_B16	    8Snapshot	           92	    1Y	          372	31-jan-2002 08:19:03     	          125	31-jan-2002 08:19:03     	          125	]^NULL^[                 	    8]^NULL^[

       301159	   21Harvest5_1_B16_PatchA	    8Snapshot	           92	    1Y	          372	02-feb-2002 01:40:49     	          125	02-feb-2002 01:40:49     	          125	]^NULL^[                 	    8]^NULL^[

       301164	   21Harvest5_1_B16_PatchB	    8Snapshot	           92	    1Y	          372	07-feb-2002 04:32:16     	          125	07-feb-2002 04:32:16     	          125	]^NULL^[                 	    8]^NULL^[

       301165	   12baselineview	    8Baseline	       300226	    1N	            0	07-feb-2002 08:04:53     	       300010	07-feb-2002 08:04:53     	       300010	]^NULL^[                 	    8]^NULL^[

       301166	    3Dev	    7Working	       300226	    1N	       301165	07-feb-2002 08:04:54     	       300010	07-feb-2002 08:04:54     	       300010	]^NULL^[                 	    8]^NULL^[

       301167	    7Release	    7Working	       300226	    1N	       301165	07-feb-2002 08:04:54     	       300010	07-feb-2002 08:04:54     	       300010	]^NULL^[                 	    8]^NULL^[

       301168	   11Integration	    7Working	       300226	    1N	       301165	07-feb-2002 08:04:54     	       300010	07-feb-2002 08:04:54     	       300010	]^NULL^[                 	    8]^NULL^[

