    4CORP	           -1	    8Standard	    0	    0	    0	    0	    0	    0	    0	    0	                         	    0	    0	    0	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	          395	   25SPIRIT OF ADVENTURE TRUST	   25SPIRIT OF ADVENTURE TRUST	    1.	    8373-2060	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          400	   27SUBRITZKY SHIPPING LINE LTD	   27SUBRITZKY SHIPPING LINE LTD	    0	    73734036	    73790784	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	27-mar-2001 05:15:43     	                         	    4load	    6cusimp	    0	    1A

    5POSER	          402	   16P&O HOLIDAYS LTD	   16P&O HOLIDAYS LTD	    3MAX	    8377-0936	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	28-jan-2000 04:16:29     	                         	    4load	    6cusimp	    0	    1I

    5POSER	          410	   20SOFRANA UNILINES LTD	   29SOFRANA UNILINES (NZ) LIMITED	   22VIOLET OR HENRI NAUDET	    8377-3279	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          411	   28*SEABRIDGE NZ LTD CRUISE A/C	   28*SEABRIDGE NZ LTD CRUISE A/C	    0	    8377-0953	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	          414	   25TRANSPORT SPECIALTIES LTD	   25TRANSPORT SPECIALTIES LTD	    0	    8846-9189	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          418	   18TROPEX EXPORTS LTD	   22TROPEX EXPORTS LIMITED	    0	    8625-4389	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          421	   18TASTI PRODUCTS LTD	   22TASTI PRODUCTS LIMITED	    0	    8834-7199	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          422	   28TURNERS & GROWERS (AUCK) LTD	   32TURNERS & GROWERS (AUCKLAND) LTD	   14SHARLEEN DAVIS	    8573-3800	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          426	   27UNION MARITIME SERVICES LTD	   27UNION MARITIME SERVICES LTD	    8JIM DUNN	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	          427	   19WAIHEKE SHIPPING CO	   23WAIHEKE SHIPPING CO LTD	    0	    8377-9260	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          432	   21WALES & MACKINLAY LTD	   25WALES & MACKINLAY LIMITED	    0	    8376-3047	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          445	   17GOLDEN BAY CEMENT	   17GOLDEN BAY CEMENT	   13LESLEY HOLMES	   1109-432-2656	   1109-432-2822	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   43PREVIOUSLY KNOWN AS WILSONS PORTLAND CEMENT	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          446	   23WINSTONE WALLBOARDS LTD	   23WINSTONE WALLBOARDS LTD	    0	    8634-2184	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   39PREVIOUSLY KNOWN AS WINSTONE INDUSTRIES	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          447	   24OWENS ROAD TRANSPORT LTD	   24OWENS ROAD TRANSPORT LTD	   15CAROLINE MCEWEN	    8267-7700	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   39PREVIOUSLY KNOWS AS TRAILWAYS TRANSPORT	    0	     1	10-nov-1999              	12-oct-2000 04:16:27     	                         	    4load	    6cusimp	    0	    1A

    5POSER	          452	   27BENCHMARK BUILDING SUPPLIES	   31BENCHMARK BUILDING SUPPLIES LTD	    0	    8267-2942	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          454	   20WALTER AG & SONS LTD	   25A G WALTER & SONS LIMITED	    4MIKE	    8573-1408	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          465	   12YATES NZ LTD	   12YATES NZ LTD	    0	    8634-1229	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          466	   19P&O NEDLLOYD NZ LTD	   19P&O NEDLLOYD NZ LTD	    4EMMA	    8462-4000	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	06-mar-2001 05:15:24     	                         	    4load	    6cusimp	    0	    1A

    5POSER	          472	   16VARIANCE ACCOUNT	   16VARIANCE ACCOUNT	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     5	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	          501	   13SEA RESOURCES	   17SEA RESOURCES LTD	    0	    8379-4217	    7501-673	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          503	   28SIMUNOVICH FISHERIES GENERAL	   24SIMUNOVICH FISHERIES LTD	    5LINDA	    8377-9165	    8379-5930	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          539	   20TAKAPUNA CONTRACTORS	   20TAKAPUNA CONTRACTORS	   24VICTORIA ROAD, DEVONPORT	    8445-2258	    8445-2258	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          603	   10MCMILLAN J	   10J MCMILLAN	    0	    8376-5474	    7543-174	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          610	   15PEGASUS CRUISES	   15PEGASUS CRUISES	    0	    7697-901	   12(0942) 63100	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          612	    7GREEN P	    7P GREEN	   12JANICE GREEN	    8624-3334	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	          907	   28MINISTRY OF AGRIC QUARANTINE	   23MINISTRY OF AGRICULTURE	   12PAULA RENNIE	   1107-838-5089	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         1397	   21NZ LUMBER COMPANY LTD	   21NZ LUMBER COMPANY LTD	    6MELODY	   1007 5753931	    8574-0760	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   37PREVIOUSLY KNOWN AS DALES FREIGHTWAYS	    0	     1	10-nov-1999              	16-mar-2000 04:16:22     	                         	    4load	    6cusimp	    0	    1A

    5POSER	         2206	   15ROHM & HAAS LTD	   20ROHM & HAAS N.Z. LTD	    0	    827-67154	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         5806	   10RANGER B K	   10RANGER B K	   12WENDY RANGER	    632-110	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         6862	   19OWENS INTERNATIONAL	   27OWENS INTERNATIONAL FREIGHT	    0	    8571-1466	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         6868	   22CALTEX NEW ZEALAND LTD	   22CALTEX NEW ZEALAND LTD	    5NANCY	   1004-4956000	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         7759	   19FISHER & PAYKEL LTD	   19FISHER & PAYKEL LTD	   10PETER MACK	    8272-0286	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	26-jul-2000 04:16:27     	                         	    4load	    6cusimp	    0	    1A

    5POSER	         7777	   18CAVALIER BREMWORTH	   22CAVALIER BREMWORTH LTD	    0	    8278-0979	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   44PREVIOUSLY  KNOWN AS BREMWORTH TUFTED CARPET	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         8069	   20OILSEED PRODUCTS LTD	   23OILSEED PRODUCTS NZ LTD	    7SHIRLEY	    8366-6070	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         8447	   14*OWENS CUSTOMS	   19*OWENS INTL CUSTOMS	    0	    8571-1450	    8571-1455	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	         8478	   19RON MURPHY CARRIERS	   19RON MURPHY CARRIERS	    0	    8444-6825	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         8671	   20AK HARBOUR CRUISE CO	   30THE AUCKLAND HARBOUR CRUISE CO	    0	    8373-4557	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         8926	   21ADVENTURE CRUISING CO	   21ADVENTURE CRUISING CO	    0	    8444-9342	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9294	   20DEPT OF CONSERVATION	   20DEPT OF CONSERVATION	    0	    8307-9279	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9664	   16KING RW & AC LTD	   16KING RW & AC LTD	    0	    8626-7390	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9797	   11MORE MARINE	   15MORE MARINE LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9845	   25ARMACUP MARITIME SERVICES	   25ARMACUP MARITIME SERVICES	    0	   12(09)303-3314	    8309-6354	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9944	   15HOOKER BROS LTD	   15HOOKER BROS LTD	    0	   10067-587799	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9956	   10GREENPEACE	   25STICHTING MARINE SERVICES	    0	    531030	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1N	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9967	   16TAPPER TRANSPORT	   16TAPPER TRANSPORT	    9MIKE WEST	    8634-4780	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	         9973	   28NZ BREWERIES LTD-EXPORT DIVN	   32NZ BREWERIES LTD-EXPORT DIVISION	    0	    8358-4107	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10169	   21CHARLES BAILEY MARINE	   21CHARLES BAILEY MARINE	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10230	   12LAWLER KEVIN	   15MR KEVIN LAWLER	    0	    8528-7418	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10342	   28SILVA DANIEL (CUSTOMS AGENT)	   12DANIEL SILVA	    9CHRISTINE	    8309-1454	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10409	   20NEPTUNE CHARTERS LTD	   20NEPTUNE CHARTERS LTD	    0	    8303-3397	    8278-7355	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10424	   17MONTANA WINES LTD	   17MONTANA WINES LTD	    0	    7575-549	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10441	   24*CONSULTANT AGENCIES LTD	   24*CONSULTANT AGENCIES LTD	    0	    8360-1500	    8360-0282	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   62CAR CARRIERS DO NOT HAVE OUR AUTHORITY TO CHARGE THIS ACCOUNT.	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10532	   29NEW ZEALAND MILK PRODUCTS LTD	   29NEW ZEALAND MILK PRODUCTS LTD	    0	    8630-1952	   12FAX 623-4730	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10560	   21DIVER SERVICES NZ LTD	   30DIVER SERVICES NEW ZEALAND LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10605	   18ACI GLASS PRODUCTS	   24ACI GLASS PRODUCTS GROUP	    6GLORIA	    8579-9959	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    9ALL GOODS	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10609	   20QUADRANT PACIFIC LTD	   20QUADRANT PACIFIC LTD	   14SALLY WILLIAMS	    8373-3569	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	17-dec-1999 04:16:34     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        10696	   27CONTSHIP CONTAINERLINES LTD	   27CONTSHIP CONTAINERLINES LTD	   15PATRICIA NORMAN	    8356-6370	    8309-4934	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-dec-2000 05:20:18     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        10703	   19CENTRAL CUSTOMS LTD	   19CENTRAL CUSTOMS LTD	    6MURRAY	    8274-0900	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   65ANY QUERIES REGARDING DEMURRAGE PLEASE PHONE MR JOHNSTON 274-0900	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10832	   12PRINTPAC-UEB	   27PRINTPAC-UEB CARTON PENROSE	   12JACKIE CRAIG	    8579-2839	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	  120THIS ACCOUNT IS FOR PRINTPAC UEB CARTON PENROSE ONLY.  DO NOT ALLOW ANY CHARGES FOR MANGERE & ONEHUNGA.   THEY PAY CASH.	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        10955	   21TOTAL MARINE SERVICES	   21TOTAL MARINE SERVICES	   13BRENT SHIPMAN	   1109-411-9674	   1109-411-9675	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	18-apr-2000 04:16:27     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        11085	   16NATIONAL CUSTOMS	   34NATIONAL CUSTOMS & TRAVEL CON;LTD.	    6JACKIE	    8276-7740	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        11114	   24AOTEA CHARTERS (GB) LTD.	   24AOTEA CHARTERS (GB) LTD.	   15GEOFFREY LOCKER	   1218K TRYPHENA	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        11116	   29FULLERS CAPT.COOK CRUISES LTD	   32FULLERS CAPTAIN COOK CRUISES LTD	   12PETER FRASER	    8309-4901	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        11135	   12ROBERT BRYCE	   21ROBERT BRYCE & CO LTD	   11SUE BENNETT	    8625-6169	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        11198	   20*LIGHTNING TRANSPORT	   24*LIGHTNING TRANSPORT LTD	    0	    8525-3388	    8525-3131	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	10-apr-2001 05:16:26     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        11489	   12DIVERS GROUP	   12DIVERS GROUP	   11MR M DIVERS	    8275-8525	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	05-feb-2000 04:16:33     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        11672	   22COMPASS CUSTOMS AGENTS	   26COMPASS CUSTOMS AGENTS LTD	    0	    8275-0186	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        11777	   18FLETCHER HARDBOARD	   18FLETCHER HARDBOARD	    8J PORTER	    8525-0835	   10FAX 590770	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   40PREVIOUSLY KNOWN AS PANELCORP INDUSTRIES	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12037	   18OCEANIC NAVIGATION	   22OCEANIC NAVIGATION LTD	   12MR ENTWISTLE	    8377-1165	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12124	   23EMJAY INTERNATIONAL LTD	   23EMJAY INTERNATIONAL LTD	   12JUDITH PAYNE	    8277-2445	    8277-2446	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	11-jul-2000 04:16:24     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        12126	   19LEIGHTONS TRANSPORT	   23LEIGHTONS TRANSPORT LTD	   12MR DOLLIMORE	    8579-8981	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12127	   19QUAY CUSTOMS AGENTS	   19QUAY CUSTOMS AGENTS	   16STUART MCMONAGLE	    8307-8889	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12212	   24GARDINER O'BRIEN LIMITED	   24GARDINER O'BRIEN LIMITED	   15MORRIE GARDINER	    8307-2005	    8307-2541	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   34PREVIOUSLY KNOWN AS BURNIP ELLIOTT	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12241	   23*PACIFIC FORUM SHIPPING	   23*PACIFIC FORUM SHIPPING	    0	    8309-6700	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        12264	   13APS CHEMICALS	   13APS CHEMICALS	   14NANCY BUCKLAND	    8276-4019	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   42PREVIOUSLY KNOWN AS HARCROSS CHEMICALS LTD	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12454	   16HUGHES TRANSPORT	   16S L & V M HUGHES	   17MR STEWART HUGHES	    8570-4189	    7576-647	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12479	   29MASPORT LTD CONSUMER PROD DVN	   32MASPORT LTD CONSUMER PODUCTS DVN	    6LE ANN	    8570-9009	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   34PREVIOUSLY KNOWN AS MASON & PORTER	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12496	   30WAITEMATA STEVEDORING SERVICES	   34WAITEMATA STEVEDORING SERVICES LTD	    5SUZIE	    8303-4184	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	  104NZ STEVEDORES WILL ACCEPT HOIST CHARGES FOR FCL CARGO FOR UNION ENDEAVOUR, UNION ROTOITI & UNION ROTORUA	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        12505	   14ARMITRON PAPER	   14ARMITRON PAPER	    0	    8573-0005	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12509	   23BARWIL (WILHELMSEN A/C)	   33BARWIL AGENCIES (NEW ZEALAND) LTD	   15MICHAEL BRASSEN	    8356-2370	    8356-2371	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	01-mar-2001 05:15:19     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        12569	   21PACIFICA SHIPPING LTD	   28PACIFICA SHIPPING (1985) LTD	   16CHARLES WHITWHAM	   123288059 LYTL	    8307-6656	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12588	   24STEINLAGER CHALLENGE LTD	   24STEINLAGER CHALLENGE LTD	    0	    8377-9732	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12645	   10RON LAWSON	   14RON LAWSON LTD	    0	    8274-4040	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12702	   19LINFOX DISTRIBUTION	   19LINFOX DISTRIBUTION	    0	    8262-3347	    8262-4523	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12816	   13ZEALAND CARGO	   26ZEALAND CARGO SERVICES LTD	    0	    8275-0750	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12817	   20*MEADOWS FREIGHT LTD	   20*MEADOWS FREIGHT LTD	   13ANNE HODGETTS	    8255-1100	    8255-1105	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   95PREVIOUSLY KNOWN AS WALFORD MEADOWS.  DO NOT ALLOW SOUTHWARD ENGINEERING TO CHARGE THIS ACCOUNT	    0	     3	10-nov-1999              	08-mar-2001 05:15:18     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        12895	   17MARSTEL TERMINALS	   17MARSTEL TERMINALS	   14MR WARREN FISK	    8623-0883	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        12943	   27*CIRCLE FREIGHT INTL NZ LTD	   36*CIRCLE FREIGHT INTERNATIONAL NZ LTD	   27PETER WATCHMAN - GREG MOREL	    8275-9343	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	12-dec-2000 05:20:03     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13333	   16SCALES GEO H LTD	   24THE MASTERS & OWNERS LTD	    3ENA	    8309-0971	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

