     1 ,          1 ,     1.00 ,         1.0000 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12228 ,    1222701 , 13449.35 ,   1224209.8118 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12229 ,    1222801 , 13450.45 ,   1224309.9352 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12230 ,    1222901 , 13451.54 ,   1224410.0586 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12231 ,    1223001 , 13452.64 ,   1224510.1820 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12232 ,    1223101 , 13453.74 ,   1224610.3054 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12233 ,    1223201 , 13454.84 ,   1224710.4288 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12234 ,    1223301 , 13455.94 ,   1224810.5522 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12235 ,    1223401 , 13457.04 ,   1224910.6756 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12236 ,    1223501 , 13458.14 ,   1225010.7990 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12237 ,    1223601 , 13459.24 ,   1225110.9224 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12238 ,    1223701 , 13460.34 ,   1225211.0458 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12239 ,    1223801 , 13461.44 ,   1225311.1692 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12240 ,    1223901 , 13462.54 ,   1225411.2926 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12241 ,    1224001 , 13463.64 ,   1225511.4160 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12242 ,    1224101 , 13464.74 ,   1225611.5394 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12243 ,    1224201 , 13465.84 ,   1225711.6628 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12244 ,    1224301 , 13466.94 ,   1225811.7862 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12245 ,    1224401 , 13468.04 ,   1225911.9096 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12246 ,    1224501 , 13469.14 ,   1226012.0330 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12247 ,    1224601 , 13470.24 ,   1226112.1564 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12248 ,    1224701 , 13471.34 ,   1226212.2798 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12249 ,    1224801 , 13472.44 ,   1226312.4032 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12250 ,    1224901 , 13473.54 ,   1226412.5266 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12251 ,    1225001 , 13474.64 ,   1226512.6500 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12252 ,    1225101 , 13475.74 ,   1226612.7734 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12253 ,    1225201 , 13476.84 ,   1226712.8968 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12254 ,    1225301 , 13477.94 ,   1226813.0202 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12255 ,    1225401 , 13479.04 ,   1226913.1436 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12256 ,    1225501 , 13480.13 ,   1227013.2670 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12257 ,    1225601 , 13481.23 ,   1227113.3904 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12258 ,    1225701 , 13482.33 ,   1227213.5138 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12259 ,    1225801 , 13483.43 ,   1227313.6372 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12260 ,    1225901 , 13484.53 ,   1227413.7606 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12261 ,    1226001 , 13485.63 ,   1227513.8840 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12262 ,    1226101 , 13486.73 ,   1227614.0074 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12263 ,    1226201 , 13487.83 ,   1227714.1308 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12264 ,    1226301 , 13488.93 ,   1227814.2542 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12265 ,    1226401 , 13490.03 ,   1227914.3776 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12266 ,    1226501 , 13491.13 ,   1228014.5010 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12267 ,    1226601 , 13492.23 ,   1228114.6244 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12268 ,    1226701 , 13493.33 ,   1228214.7478 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12269 ,    1226801 , 13494.43 ,   1228314.8712 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12270 ,    1226901 , 13495.53 ,   1228414.9946 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12271 ,    1227001 , 13496.63 ,   1228515.1180 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12272 ,    1227101 , 13497.73 ,   1228615.2414 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12273 ,    1227201 , 13498.83 ,   1228715.3648 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12274 ,    1227301 , 13499.93 ,   1228815.4882 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12275 ,    1227401 , 13501.03 ,   1228915.6116 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12276 ,    1227501 , 13502.13 ,   1229015.7350 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12277 ,    1227601 , 13503.23 ,   1229115.8584 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12278 ,    1227701 , 13504.33 ,   1229215.9818 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12279 ,    1227801 , 13505.43 ,   1229316.1052 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12280 ,    1227901 , 13506.53 ,   1229416.2286 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12281 ,    1228001 , 13507.63 ,   1229516.3520 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12282 ,    1228101 , 13508.72 ,   1229616.4754 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12283 ,    1228201 , 13509.82 ,   1229716.5988 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12284 ,    1228301 , 13510.92 ,   1229816.7222 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12285 ,    1228401 , 13512.02 ,   1229916.8456 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12286 ,    1228501 , 13513.12 ,   1230016.9690 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12287 ,    1228601 , 13514.22 ,   1230117.0924 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12288 ,    1228701 , 13515.32 ,   1230217.2158 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12289 ,    1228801 , 13516.42 ,   1230317.3392 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12290 ,    1228901 , 13517.52 ,   1230417.4626 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12291 ,    1229001 , 13518.62 ,   1230517.5860 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12292 ,    1229101 , 13519.72 ,   1230617.7094 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12293 ,    1229201 , 13520.82 ,   1230717.8328 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12294 ,    1229301 , 13521.92 ,   1230817.9562 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12295 ,    1229401 , 13523.02 ,   1230918.0796 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12296 ,    1229501 , 13524.12 ,   1231018.2030 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12297 ,    1229601 , 13525.22 ,   1231118.3264 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12298 ,    1229701 , 13526.32 ,   1231218.4498 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12299 ,    1229801 , 13527.42 ,   1231318.5732 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12300 ,    1229901 , 13528.52 ,   1231418.6966 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12301 ,    1230001 , 13529.62 ,   1231518.8200 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12302 ,    1230101 , 13530.72 ,   1231618.9434 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12303 ,    1230201 , 13531.82 ,   1231719.0668 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12304 ,    1230301 , 13532.92 ,   1231819.1902 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12305 ,    1230401 , 13534.02 ,   1231919.3136 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12306 ,    1230501 , 13535.12 ,   1232019.4370 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12307 ,    1230601 , 13536.21 ,   1232119.5604 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12308 ,    1230701 , 13537.31 ,   1232219.6838 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12309 ,    1230801 , 13538.41 ,   1232319.8072 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12310 ,    1230901 , 13539.51 ,   1232419.9306 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12311 ,    1231001 , 13540.61 ,   1232520.0540 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12312 ,    1231101 , 13541.71 ,   1232620.1774 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12313 ,    1231201 , 13542.81 ,   1232720.3008 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12314 ,    1231301 , 13543.91 ,   1232820.4242 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12315 ,    1231401 , 13545.01 ,   1232920.5476 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12316 ,    1231501 , 13546.11 ,   1233020.6710 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12317 ,    1231601 , 13547.21 ,   1233120.7944 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12318 ,    1231701 , 13548.31 ,   1233220.9178 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12319 ,    1231801 , 13549.41 ,   1233321.0412 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12320 ,    1231901 , 13550.51 ,   1233421.1646 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12321 ,    1232001 , 13551.61 ,   1233521.2880 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12322 ,    1232101 , 13552.71 ,   1233621.4114 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12323 ,    1232201 , 13553.81 ,   1233721.5348 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12324 ,    1232301 , 13554.91 ,   1233821.6582 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12325 ,    1232401 , 13556.01 ,   1233921.7816 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12326 ,    1232501 , 13557.11 ,   1234021.9050 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12327 ,    1232601 , 13558.21 ,   1234122.0284 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12328 ,    1232701 , 13559.31 ,   1234222.1518 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12329 ,    1232801 , 13560.41 ,   1234322.2752 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12330 ,    1232901 , 13561.51 ,   1234422.3986 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12331 ,    1233001 , 13562.61 ,   1234522.5220 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12332 ,    1233101 , 13563.71 ,   1234622.6454 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12333 ,    1233201 , 13564.80 ,   1234722.7688 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12334 ,    1233301 , 13565.90 ,   1234822.8922 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12335 ,    1233401 , 13567.00 ,   1234923.0156 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12336 ,    1233501 , 13568.10 ,   1235023.1390 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12337 ,    1233601 , 13569.20 ,   1235123.2624 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12338 ,    1233701 , 13570.30 ,   1235223.3858 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12339 ,    1233801 , 13571.40 ,   1235323.5092 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12340 ,    1233901 , 13572.50 ,   1235423.6326 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12341 ,    1234001 , 13573.60 ,   1235523.7560 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12342 ,    1234101 , 13574.70 ,   1235623.8794 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12343 ,    1234201 , 13575.80 ,   1235724.0028 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12344 ,    1234301 , 13576.90 ,   1235824.1262 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12345 ,    1234401 , 13578.00 ,   1235924.2496 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12346 ,    1234501 , 13579.10 ,   1236024.3730 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12347 ,    1234601 , 13580.20 ,   1236124.4964 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12348 ,    1234701 , 13581.30 ,   1236224.6198 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12349 ,    1234801 , 13582.40 ,   1236324.7432 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12350 ,    1234901 , 13583.50 ,   1236424.8666 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12351 ,    1235001 , 13584.60 ,   1236524.9900 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12352 ,    1235101 , 13585.70 ,   1236625.1134 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12353 ,    1235201 , 13586.80 ,   1236725.2368 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12354 ,    1235301 , 13587.90 ,   1236825.3602 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12355 ,    1235401 , 13589.00 ,   1236925.4836 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12356 ,    1235501 , 13590.10 ,   1237025.6070 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12357 ,    1235601 , 13591.20 ,   1237125.7304 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12358 ,    1235701 , 13592.29 ,   1237225.8538 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12359 ,    1235801 , 13593.39 ,   1237325.9772 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12360 ,    1235901 , 13594.49 ,   1237426.1006 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12361 ,    1236001 , 13595.59 ,   1237526.2240 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12362 ,    1236101 , 13596.69 ,   1237626.3474 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12363 ,    1236201 , 13597.79 ,   1237726.4708 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12364 ,    1236301 , 13598.89 ,   1237826.5942 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12365 ,    1236401 , 13599.99 ,   1237926.7176 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12366 ,    1236501 , 13601.09 ,   1238026.8410 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12367 ,    1236601 , 13602.19 ,   1238126.9644 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12368 ,    1236701 , 13603.29 ,   1238227.0878 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12369 ,    1236801 , 13604.39 ,   1238327.2112 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12370 ,    1236901 , 13605.49 ,   1238427.3346 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12371 ,    1237001 , 13606.59 ,   1238527.4580 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12372 ,    1237101 , 13607.69 ,   1238627.5814 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12373 ,    1237201 , 13608.79 ,   1238727.7048 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12374 ,    1237301 , 13609.89 ,   1238827.8282 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12375 ,    1237401 , 13610.99 ,   1238927.9516 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12376 ,    1237501 , 13612.09 ,   1239028.0750 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12377 ,    1237601 , 13613.19 ,   1239128.1984 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12378 ,    1237701 , 13614.29 ,   1239228.3218 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12379 ,    1237801 , 13615.39 ,   1239328.4452 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12380 ,    1237901 , 13616.49 ,   1239428.5686 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12381 ,    1238001 , 13617.59 ,   1239528.6920 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12382 ,    1238101 , 13618.69 ,   1239628.8154 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12383 ,    1238201 , 13619.79 ,   1239728.9388 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12384 ,    1238301 , 13620.88 ,   1239829.0622 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12385 ,    1238401 , 13621.98 ,   1239929.1856 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12386 ,    1238501 , 13623.08 ,   1240029.3090 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12387 ,    1238601 , 13624.18 ,   1240129.4324 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12388 ,    1238701 , 13625.28 ,   1240229.5558 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12389 ,    1238801 , 13626.38 ,   1240329.6792 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12390 ,    1238901 , 13627.48 ,   1240429.8026 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12391 ,    1239001 , 13628.58 ,   1240529.9260 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12392 ,    1239101 , 13629.68 ,   1240630.0494 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12393 ,    1239201 , 13630.78 ,   1240730.1728 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12394 ,    1239301 , 13631.88 ,   1240830.2962 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12395 ,    1239401 , 13632.98 ,   1240930.4196 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12396 ,    1239501 , 13634.08 ,   1241030.5430 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12397 ,    1239601 , 13635.18 ,   1241130.6664 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12398 ,    1239701 , 13636.28 ,   1241230.7898 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12399 ,    1239801 , 13637.38 ,   1241330.9132 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12400 ,    1239901 , 13638.48 ,   1241431.0366 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12401 ,    1240001 , 13639.58 ,   1241531.1600 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12402 ,    1240101 , 13640.68 ,   1241631.2834 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12403 ,    1240201 , 13641.78 ,   1241731.4068 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12404 ,    1240301 , 13642.88 ,   1241831.5302 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12405 ,    1240401 , 13643.98 ,   1241931.6536 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12406 ,    1240501 , 13645.08 ,   1242031.7770 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12407 ,    1240601 , 13646.18 ,   1242131.9004 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12408 ,    1240701 , 13647.28 ,   1242232.0238 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12409 ,    1240801 , 13648.38 ,   1242332.1472 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12410 ,    1240901 , 13649.47 ,   1242432.2706 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12411 ,    1241001 , 13650.57 ,   1242532.3940 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12412 ,    1241101 , 13651.67 ,   1242632.5174 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12413 ,    1241201 , 13652.77 ,   1242732.6408 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12414 ,    1241301 , 13653.87 ,   1242832.7642 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12415 ,    1241401 , 13654.97 ,   1242932.8876 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12416 ,    1241501 , 13656.07 ,   1243033.0110 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12417 ,    1241601 , 13657.17 ,   1243133.1344 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12418 ,    1241701 , 13658.27 ,   1243233.2578 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12419 ,    1241801 , 13659.37 ,   1243333.3812 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12420 ,    1241901 , 13660.47 ,   1243433.5046 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12421 ,    1242001 , 13661.57 ,   1243533.6280 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12422 ,    1242101 , 13662.67 ,   1243633.7514 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12423 ,    1242201 , 13663.77 ,   1243733.8748 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12424 ,    1242301 , 13664.87 ,   1243833.9982 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12425 ,    1242401 , 13665.97 ,   1243934.1216 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12426 ,    1242501 , 13667.07 ,   1244034.2450 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12427 ,    1242601 , 13668.17 ,   1244134.3684 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12428 ,    1242701 , 13669.27 ,   1244234.4918 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12429 ,    1242801 , 13670.37 ,   1244334.6152 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12430 ,    1242901 , 13671.47 ,   1244434.7386 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12431 ,    1243001 , 13672.57 ,   1244534.8620 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12432 ,    1243101 , 13673.67 ,   1244634.9854 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12433 ,    1243201 , 13674.77 ,   1244735.1088 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12434 ,    1243301 , 13675.87 ,   1244835.2322 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12435 ,    1243401 , 13676.96 ,   1244935.3556 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12436 ,    1243501 , 13678.06 ,   1245035.4790 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12437 ,    1243601 , 13679.16 ,   1245135.6024 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12438 ,    1243701 , 13680.26 ,   1245235.7258 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12439 ,    1243801 , 13681.36 ,   1245335.8492 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12440 ,    1243901 , 13682.46 ,   1245435.9726 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12441 ,    1244001 , 13683.56 ,   1245536.0960 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12442 ,    1244101 , 13684.66 ,   1245636.2194 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12443 ,    1244201 , 13685.76 ,   1245736.3428 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12444 ,    1244301 , 13686.86 ,   1245836.4662 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12445 ,    1244401 , 13687.96 ,   1245936.5896 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12446 ,    1244501 , 13689.06 ,   1246036.7130 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12447 ,    1244601 , 13690.16 ,   1246136.8364 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12448 ,    1244701 , 13691.26 ,   1246236.9598 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12449 ,    1244801 , 13692.36 ,   1246337.0832 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12450 ,    1244901 , 13693.46 ,   1246437.2066 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12451 ,    1245001 , 13694.56 ,   1246537.3300 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12452 ,    1245101 , 13695.66 ,   1246637.4534 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12453 ,    1245201 , 13696.76 ,   1246737.5768 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12454 ,    1245301 , 13697.86 ,   1246837.7002 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12455 ,    1245401 , 13698.96 ,   1246937.8236 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12456 ,    1245501 , 13700.06 ,   1247037.9470 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12457 ,    1245601 , 13701.16 ,   1247138.0704 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12458 ,    1245701 , 13702.26 ,   1247238.1938 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12459 ,    1245801 , 13703.36 ,   1247338.3172 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12460 ,    1245901 , 13704.46 ,   1247438.4406 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12461 ,    1246001 , 13705.55 ,   1247538.5640 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12462 ,    1246101 , 13706.65 ,   1247638.6874 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 12463 ,    1246201 , 13707.75 ,   1247738.8108 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
